institution_name,institution_name_english,pretty_url,country,part_of,institution_type,institution_website,institution_wikidata,first_open_access_instance,first_open_access_instance_citation,open_access_scope,open_access_policy,tk_tce_policy,rights_statement_compliance,rights_statement_metadata,rights_statement_metadata_url,admission_policy,institution_api,institution_github,open_data_volume_name0,open_data_volume_number0,open_data_volume_url0,open_data_volume_name1,open_data_volume_number1,open_data_volume_url1,open_data_volume_name2,open_data_volume_number2,open_data_volume_url2,open_data_volume_name3,open_data_volume_number3,open_data_volume_url3,open_data_volume_name4,open_data_volume_number4,open_data_volume_url4,open_data_volume_name5,open_data_volume_number5,open_data_volume_url5
Museo d'arte orientale,Museum of Oriental Art,https://survey.glamelab.org/institutions/museo-darte-orientale,Italy,,Museum,https://www.maotorino.it,https://www.wikidata.org/wiki/Q1403370,null,,Some eligible data,,,Open,None,,Paid,,,Europeana,"2,039",https://www.europeana.eu/en/search?page=1&qf=COUNTRY%3A%22Italy%22&qf=DATA_PROVIDER%3A%22Museum%20of%20Oriental%20Art%22&reusability=open,,,,,,,,,,,,,,,
Galleria Civica di Arte Moderna e Contemporanea,Civic Gallery of Modern and Contemporary Art,https://survey.glamelab.org/institutions/galleria-civica-di-arte-moderna-e-contemporanea,Italy,,Gallery,https://www.gamtorino.it,https://www.wikidata.org/wiki/Q3757708,null,,Some eligible data,,,Open,None,,Paid,,,Europeana,"29,377",https://www.europeana.eu/en/search?page=1&qf=COUNTRY%3A%22Italy%22&qf=DATA_PROVIDER%3A%22Turin%20Gallery%20for%20Modern%20and%20Contemporary%20Art%22&reusability=open,,,,,,,,,,,,,,,
Museo Nazionale di Matera,National Museum of Matera,https://survey.glamelab.org/institutions/museo-nazionale-di-matera,Italy,,Museum,https://www.museonazionaledimatera.it,https://www.wikidata.org/wiki/Q3867699,null,,Some eligible data,,,Open,None,,Paid,,,Own website,74,https://www.museonazionaledimatera.it/collezione/,,,,,,,,,,,,,,,
Fondazione Torino Musei,Torino Museums Foundation,https://survey.glamelab.org/institutions/fondazione-torino-musei,Italy,,Museum,https://www.fondazionetorinomusei.it/it/,https://www.wikidata.org/wiki/Q87647499,null,,Some eligible data,,,Open,None,,Information needed,,,Europeana,"11,404",https://www.europeana.eu/en/collections/organisation/607-photographic-archive-of-the-civic-museums-of-turin?page=1&reusability=open,,,,,,,,,,,,,,,
Fondazione Centro Studi Aldo Capitini,Aldo Capitini Study Center Foundation,https://survey.glamelab.org/institutions/fondazione-centro-studi-aldo-capitini,Italy,,Research institution,https://fondazionealdocapitini.wordpress.com,https://www.wikidata.org/wiki/Q113515560,null,,Some eligible data,,,Public domain,None,,None,,,Europeana,860,https://www.europeana.eu/search?query=&qf=COUNTRY%3A%22Italy%22&qf=DATA_PROVIDER%3A%22Aldo%20Capitini%20Research%20Centre%20Foundation%22&reusability=open,,,,,,,,,,,,,,,
Fondazione Ranieri di Sorbello,Ranieri di Sorbello Foundation,https://survey.glamelab.org/institutions/fondazione-ranieri-di-sorbello,Italy,,Research institution,https://www.fondazioneranieri.org,https://www.wikidata.org/wiki/Q64605205,null,,Some eligible data,,,Open,None,,None,,,Europeana,"4,195",https://www.europeana.eu/collections/organisation/1482250000004503491-ranieri-di-sorbello-foundation?page=1&reusability=open,,,,,,,,,,,,,,,
Palazzo Madama,Madama Palace,https://survey.glamelab.org/institutions/palazzo-madama,Italy,,Museum,https://www.palazzomadamatorino.it,https://www.wikidata.org/wiki/Q55372358,null,,Some eligible data,,,Open,None,,Paid,,,Europeana,"3,604",https://www.europeana.eu/en/search?page=1&qf=COUNTRY%3A%22Italy%22&qf=DATA_PROVIDER%3A%22Madama%20Palace%22&query=&reusability=open,,,,,,,,,,,,,,,
"Museo Egizio, Torino","Egyptian Museum, Turin",https://survey.glamelab.org/institutions/museo-egizio-torino,Italy,,Museum,https://museoegizio.it,https://www.wikidata.org/wiki/Q19877,null,,Some eligible data,https://collezioni.museoegizio.it/,,Public domain,None,,Paid,,,Own website,"4,688",https://collezioni.museoegizio.it,,,,,,,,,,,,,,,
Istituto Conestabile Piastrelli,Conestabile Piastrelli Institute,https://survey.glamelab.org/institutions/istituto-conestabile-piastrelli,Italy,,Research institution,https://istitutoconestabilepiastrelli.locloudhosting.net/,https://www.wikidata.org/wiki/Q121266099,null,,Some eligible data,,,Public domain,None,,None,,,Europeana,325,https://www.europeana.eu/collections/organisation/1482250000004506229-conestabile-piastrelli-institute?page=1&reusability=open,,,,,,,,,,,,,,,
九州国立博物館,Kyushu National Museum,https://survey.glamelab.org/institutions/kyushu-national-museum,Japan,,Museum,https://www.kyuhaku.jp,https://www.wikidata.org/wiki/Q148543,null,,Some eligible data,,,Open,None,,Paid,,,Japan Search,"2,247",https://jpsearch.go.jp/csearch/ndl-K1kNMKGEXqp?csid=ndl-K1kNMKGEXqp&from=0&keyword=%E4%B9%9D%E5%B7%9E%E5%9B%BD%E7%AB%8B%E5%8D%9A%E7%89%A9%E9%A4%A8&fc-rights=ccby&fc-caccess=internet,,,,,,,,,,,,,,,
Politecnico di Milano,Polytechnic University of Milan,https://survey.glamelab.org/institutions/politecnico-di-milano,Italy,,University,https://www.polimi.it,https://www.wikidata.org/wiki/Q392904,null,,Some eligible data,,,Public domain,None,,None,,,Europeana,20,https://www.europeana.eu/search?query=&qf=COUNTRY%3A%22Italy%22&qf=DATA_PROVIDER%3A%22Polytecnic%20University%20of%20Milan%20%5C-%20Computer%20Vision%20%5C%26%20Reverse%20Engineering%20Lab%22&reusability=open,,,,,,,,,,,,,,,
Università di Trieste,University of Trieste,https://survey.glamelab.org/institutions/universita-di-trieste,Italy,,University,https://www.units.it,https://www.wikidata.org/wiki/Q1751060,null,,Some eligible data,,,Open,None,,None,,,Europeana,"101,316",https://www.europeana.eu/en/search?page=1&qf=COUNTRY%3A%22Italy%22&qf=DATA_PROVIDER%3A%22Department%20of%20Life%20Sciences%2C%20University%20of%20Trieste%22&query=&reusability=open,,,,,,,,,,,,,,,
京都国立博物館,Kyoto National Museum,https://survey.glamelab.org/institutions/kyoto-national-museum,Japan,,Museum,https://www.kyohaku.go.jp,https://www.wikidata.org/wiki/Q147286,null,,Some eligible data,,,Open,None,,Paid,,,Japan Search,"7,008",https://jpsearch.go.jp/csearch/jps-cross?csid=jps-cross&from=0&keyword=%E4%BA%AC%E9%83%BD%E5%9B%BD%E7%AB%8B%E5%8D%9A%E7%89%A9%E9%A4%A8&fc-rights=ccby&fc-caccess=internet,,,,,,,,,,,,,,,
Promoter Digital Gallery,Promoter Digital Gallery,https://survey.glamelab.org/institutions/promoter-digital-gallery,Italy,,Aggregator,https://www.promoter.it/,https://www.wikidata.org/wiki/Q121266141,null,,Some eligible data,,,Open,None,,None,,,Europeana,"1,452",https://www.europeana.eu/collections/organisation/1482250000004513246-promoter-digital-gallery?page=1&reusability=open,Own website,0,https://digitalgallery.promoter.it/,,,,,,,,,,,,
Raccolte extraeuropee del Castello Sforzesco,Extra-European Collections of Castello Sforzesco,https://survey.glamelab.org/institutions/raccolte-extraeuropee-del-castello-sforzesco,Italy,,Museum,https://www.milanocastello.it,https://www.wikidata.org/wiki/Q3928496,null,,Some eligible data,,,Open,None,,Free,,,Wikimedia Commons,82,https://commons.wikimedia.org/wiki/Category:Images_contributed_by_Raccolte_Extraeuropee_del_Castello_Sforzesco,,,,,,,,,,,,,,,
国土地理院,Geospatial Information Authority of Japan,https://survey.glamelab.org/institutions/geospatial-information-authority-of-japan,Japan,,Government,https://www.gsi.go.jp/,https://www.wikidata.org/wiki/Q2986578,null,,Some eligible data,,,Open,None,,None,,,Japan Search,31,https://jpsearch.go.jp/csearch/jps-cross?csid=jps-cross&from=0&keyword=%E5%9B%BD%E5%9C%9F%E5%9C%B0%E7%90%86%E9%99%A2&fc-rights=ccby,,,,,,,,,,,,,,,
国立国会図書館,National Diet Library,https://survey.glamelab.org/institutions/national-diet-library,Japan,,Library,https://www.ndl.go.jp,https://www.wikidata.org/wiki/Q477675,null,,Some eligible data,,,Public domain,None,,None,,,Japan Search,"523,559",https://jpsearch.go.jp/csearch/ndl-K1kNMKGEXqp?csid=ndl-K1kNMKGEXqp&from=0&fc-db=dignl&fc-rights=pdm&fc-caccess=internet,,,,,,,,,,,,,,,
Università di Bologna,University of Bologna,https://survey.glamelab.org/institutions/universita-di-bologna,Italy,,University,https://www.unibo.it,https://www.wikidata.org/wiki/Q131262,null,,Some eligible data,,,Open,None,,None,,,Europeana,"1,185",https://www.europeana.eu/search?query=&qf=COUNTRY%3A%22Italy%22&qf=DATA_PROVIDER%3A%22University%20of%20Bologna%22&reusability=open,,,,,,,,,,,,,,,
Bauskas novadpētniecības un mākslas muzejs,Bauska Regional Studies and Art Museum,https://survey.glamelab.org/institutions/bauskas-novadpetniecibas-un-makslas-muzejs,Latvia,,Museum,https://www.bauskasmuzejs.lv,https://www.wikidata.org/wiki/Q59504523,null,,Some eligible data,,,Open,None,,Paid,,,Europeana,144,https://www.europeana.eu/en/collections/organisation/786-bauska-museum?page=1&reusability=open,,,,,,,,,,,,,,,
愛知県美術館,Aichi Prefectural Museum of Art,https://survey.glamelab.org/institutions/aichi-prefectural-museum-of-art,Japan,,Museum,https://www-art.aac.pref.aichi.jp/en/index.html,https://www.wikidata.org/wiki/Q11256823,null,,Some eligible data,,,Public domain,None,,Paid,,,Own website,"2,937",https://jmapps.ne.jp/apmoa/list.html?keywords=&kwd_and_or=and&title=&f4=&f5=&f9=&f2=&attach_img=1&list_type=LLA001&list_count=50&title_query=yes,,,,,,,,,,,,,,,
東京国立博物館,Tokyo National Museum,https://survey.glamelab.org/institutions/tokyo-national-museum,Japan,,Museum,https://www.tnm.jp,https://www.wikidata.org/wiki/Q653433,null,,Some eligible data,,,Open,None,,Paid,,,Japan Search,"27,670",https://jpsearch.go.jp/csearch/ndl-K1kNMKGEXqp?csid=ndl-K1kNMKGEXqp&from=0&keyword=%E6%9D%B1%E4%BA%AC%E5%9B%BD%E7%AB%8B%E5%8D%9A%E7%89%A9%E9%A4%A8&fc-caccess=internet,,,,,,,,,,,,,,,
鳥取県立博物館,Tottori Prefectural Museum,https://survey.glamelab.org/institutions/tottori-prefectural-museum,Japan,,Museum,https://www.pref.tottori.lg.jp/museum,https://www.wikidata.org/wiki/Q4707652,null,,Some eligible data,,,Open,None,,Paid,,,Japan Search,"2,014",https://jpsearch.go.jp/database/tdc_muse,,,,,,,,,,,,,,,
Jaņa Rozentāla Saldus vēstures un mākslas muzejs,Jaņa Rozentāla Saldus History and Art Museum,https://survey.glamelab.org/institutions/jana-rozentala-saldus-vestures-un-makslas-muzejs,Latvia,,Museum,https://muzejs.saldus.lv,https://www.wikidata.org/wiki/Q59504651,null,,Some eligible data,,,Open,None,,Paid,,,Europeana,132,https://www.europeana.eu/en/collections/organisation/808-janis-rozentals-saldus-history-and-art-museum?page=1&reusability=open,,,,,,,,,,,,,,,
奈良国立博物館,Nara National Museum,https://survey.glamelab.org/institutions/nara-national-museum,Japan,,Museum,https://www.narahaku.go.jp,https://www.wikidata.org/wiki/Q147312,null,,Some eligible data,,,Open,None,,Paid,,,Japan Search,"1,058",https://jpsearch.go.jp/csearch/ndl-K1kNMKGEXqp?csid=ndl-K1kNMKGEXqp&from=0&keyword=%E5%A5%88%E8%89%AF%E5%9B%BD%E7%AB%8B%E5%8D%9A%E7%89%A9%E9%A4%A8&fc-rights=ccby&fc-caccess=internet,,,,,,,,,,,,,,,
Kuldīgas novada muzejs,Kuldīga District Museum,https://survey.glamelab.org/institutions/kuldigas-novada-muzejs,Latvia,,Museum,https://www.kuldigasmuzejs.lv,https://www.wikidata.org/wiki/Q16360482,null,,Some eligible data,,,Open,None,,Free,,,Europeana,139,https://www.europeana.eu/en/collections/organisation/800-kuldiga-district-museum?page=1&reusability=open,,,,,,,,,,,,,,,
東京富士美術館,Tokyo Fuji Art Museum,https://survey.glamelab.org/institutions/tokyo-fuji-art-museum,Japan,,Museum,https://www.fujibi.or.jp,https://www.wikidata.org/wiki/Q1233913,null,,Some eligible data,,,Public domain,None,,Paid,,,Japan Search,8,https://jpsearch.go.jp/csearch/jps-cross/?csid=jps-cross&from=0&keyword=%E6%9D%B1%E4%BA%AC%E5%AF%8C%E5%A3%AB%E7%BE%8E%E8%A1%93%E9%A4%A8&fc-caccess=internet&fc-rights=cc0,,,,,,,,,,,,,,,
Aleksandra Pelēča lasītava,Aleksandra Pelēča Reading Room,https://survey.glamelab.org/institutions/aleksandra-peleca-lasitava,Latvia,,Research institution,https://pelecalasitava.lv,https://www.wikidata.org/wiki/Q121263744,null,,Some eligible data,,,Open,None,,None,,,Europeana,291,https://www.europeana.eu/collections/organisation/1482250000046128062?page=1&reusability=open,,,,,,,,,,,,,,,
Nacionālā kultūras mantojuma pārvalde,National Heritage Board of Latvia,https://survey.glamelab.org/institutions/nacionala-kulturas-mantojuma-parvalde,Latvia,,Government,https://www.nkmp.gov.lv/lv,https://www.wikidata.org/wiki/Q20566223,null,,Some eligible data,,,Open,None,,None,,,Europeana,743,https://www.europeana.eu/en/collections/organisation/1292-national-cultural-heritage-board?page=1&reusability=open,,,,,,,,,,,,,,,
A. Baranausko ir A. Vienuolio-Žukausko memorialinis muziejus,A. Baranauskas and A. Vienuolis-Žukauskas Memorial Museum,https://survey.glamelab.org/institutions/a-baranausko-ir-a-vienuolio-zukausko-memorialinis-muziejus,Lithuania,,Museum,https://www.anyksciuparkas.lt/en/sightseeing-places/a-baranauskas-and-a-vienuolis-zukauskas-memorial-museum/,https://www.wikidata.org/wiki/Q117219543,null,,Some eligible data,,,Open,None,,Paid,,,Europeana,939,https://www.europeana.eu/search?query=&qf=COUNTRY%3A%22Lithuania%22&qf=DATA_PROVIDER%3A%22Antanas%20Baranauskas%20and%20Antanas%20Vienuolis%5C-%C5%BDukauskas%20Memorial%20Museum%22&reusability=open,,,,,,,,,,,,,,,
Latvijas Universitāte,University of Latvia,https://survey.glamelab.org/institutions/latvijas-universitate,Latvia,,University,https://www.lu.lv,https://www.wikidata.org/wiki/Q498407,null,,Some eligible data,,,Open,None,,None,,,Europeana,"2,191",https://www.europeana.eu/en/collections/organisation/4264-university-of-latvia?page=1&reusability=open,,,,,,,,,,,,,,,
Rīgas pilsētas būvvalde,Riga City Building Authority,https://survey.glamelab.org/institutions/rigas-pilsetas-buvvalde,Latvia,,Government,https://www.rdpad.lv,https://www.wikidata.org/wiki/Q121266152,null,,Some eligible data,,,Open,None,,None,,,Europeana,592,https://www.europeana.eu/en/collections/organisation/447-department-of-cultural-heritage-protection-riga-city-council?page=1&reusability=open,,,,,,,,,,,,,,,
Latvijas Nacionālā bibliotēka,National Library of Latvia,https://survey.glamelab.org/institutions/latvijas-nacionala-biblioteka,Latvia,,Library,https://www.lnb.lv,https://www.wikidata.org/wiki/Q1133733,null,,Some eligible data,,,Open,None,,None,,,Europeana,"92,032",https://www.europeana.eu/search?page=1&qf=DATA_PROVIDER%3A%22National%20Library%20of%20Latvia%22&query=&reusability=open,,,,,,,,,,,,,,,
Limbažu muzejs,Limbaži Museum,https://survey.glamelab.org/institutions/limbazu-muzejs,Latvia,,Museum,https://www.limbazumuzejs.lv/,https://www.wikidata.org/wiki/Q59504549,null,,Some eligible data,,,Open,None,,Paid,,,Europeana,254,https://www.europeana.eu/en/collections/organisation/766-limbazi-museum?page=1&reusability=open,,,,,,,,,,,,,,,
Alytaus kraštotyros muziejus,Alytus Regional Museum,https://survey.glamelab.org/institutions/alytaus-krastotyros-muziejus,Lithuania,,Museum,https://www.alytausmuziejus.lt,https://www.wikidata.org/wiki/Q16443572,null,,Some eligible data,,,Public domain,None,,Free,,,Europeana,270,https://www.europeana.eu/en/collections/organisation/4266-alytus-museum-of-ethnography?page=1&reusability=open,,,,,,,,,,,,,,,
Latvijas Etnogrāfiskais brīvdabas muzejs,Latvian Ethnographic Open-Air Museum,https://survey.glamelab.org/institutions/latvijas-etnografiskais-brivdabas-muzejs,Latvia,,Museum,https://brivdabasmuzejs.lv,https://www.wikidata.org/wiki/Q2622671,null,,Some eligible data,,,Open,None,,Paid,,,Europeana,169,https://www.europeana.eu/en/collections/organisation/794-the-ethnographic-open-air-museum-of-latvia?page=1&reusability=open,,,,,,,,,,,,,,,
Latvijas Akadēmiskā bibliotēka,National Library of Latvia,https://survey.glamelab.org/institutions/latvijas-akademiska-biblioteka,Latvia,,Library,https://www.acadlib.lu.lv,https://www.wikidata.org/wiki/Q4493375,null,,Some eligible data,,,Open,None,,None,,,Europeana,"114,700",https://www.europeana.eu/en/collections/organisation/1587-national-library-of-latvia?page=1&reusability=open,,,,,,,,,,,,,,,
Rīgas vēstures un kuģniecības muzejs,Riga History and Navigation Museum,https://survey.glamelab.org/institutions/rigas-vestures-un-kugniecibas-muzejs,Latvia,,Museum,https://www.rigamuz.lv/rvkm,https://www.wikidata.org/wiki/Q2478651,null,,Some eligible data,,,Open,None,,Paid,,,Europeana,"1,053",https://www.europeana.eu/search?query=&qf=COUNTRY%3A%22Latvia%22&qf=DATA_PROVIDER%3A%22Museum%20of%20the%20History%20of%20Riga%20and%20Navigation%22&reusability=open,,,,,,,,,,,,,,,
Antano ir Jono Juškų etninės kultūros muziejus,Antanas and Jonas Juška Ethnographic Culture Museum,https://survey.glamelab.org/institutions/antano-ir-jono-jusk-etnin-s-kulturos-muziejus,Lithuania,,Museum,https://www.krmuziejus.lt/a-ir-j-jusku-etnines-kulturos-muziejus,https://www.wikidata.org/wiki/Q65259080,null,,Some eligible data,,,Public domain,None,,Paid,,,Europeana,100,https://www.europeana.eu/search?query=&qf=COUNTRY%3A%22Lithuania%22&qf=DATA_PROVIDER%3A%22Ju%C5%A1kos%20Museum%20of%20Ethnic%20Culture%22&reusability=open,,,,,,,,,,,,,,,
Kretingos muziejus,Kretinga Museum,https://survey.glamelab.org/institutions/kretingos-muziejus,Lithuania,,Museum,https://www.kretingosmuziejus.lt,https://www.wikidata.org/wiki/Q5620534,null,,Some eligible data,,,Public domain,None,,Paid,,,Europeana,"1,157",https://www.europeana.eu/search?query=&qf=COUNTRY%3A%22Lithuania%22&qf=DATA_PROVIDER%3A%22Kretinga%20Museum%22&reusability=open,,,,,,,,,,,,,,,
Kauno miesto muziejus,Kaunas City Museum,https://survey.glamelab.org/institutions/kauno-miesto-muziejus,Lithuania,,Museum,https://kaunomuziejus.lt/,https://www.wikidata.org/wiki/Q18737841,null,,Some eligible data,,,Public domain,None,,Paid,,,Europeana,418,https://www.europeana.eu/en/collections/organisation/3366-kaunas-city-museum?page=1&reusability=open,,,,,,,,,,,,,,,
Kupiškio etnografijos muziejus,Kupiškis Ethnographic Museum,https://survey.glamelab.org/institutions/kupiskio-etnografijos-muziejus,Lithuania,,Museum,https://etnografijosmuziejus.lt,https://www.wikidata.org/wiki/Q16457466,null,,Some eligible data,,,Open,None,,Free,,,Europeana,"1,005",https://www.europeana.eu/en/collections/organisation/3184-kupiskis-ethnographic-museum?page=1&reusability=open,,,,,,,,,,,,,,,
Biržų krašto muziejus „Sėla“,"Biržai Region Museum ""Sėla""",https://survey.glamelab.org/institutions/birz-krasto-muziejus-s-la,Lithuania,,Museum,https://www.birzumuziejus.lt,https://www.wikidata.org/wiki/Q12651080,null,,Some eligible data,,,Open,None,,Paid,,,Europeana,53,https://www.europeana.eu/en/search?page=1&qf=COUNTRY:%22Lithuania%22&qf=DATA_PROVIDER:%22Bir%C5%BE%C5%B3%20kra%C5%A1to%20muziejus%20%E2%80%9ES%C4%97la%E2%80%9C%22&query=&reusability=open,,,,,,,,,,,,,,,
Lietuvos jūrų muziejus,Lithuanian Sea Museum,https://survey.glamelab.org/institutions/lietuvos-jur-muziejus,Lithuania,,Museum,https://muziejus.lt,https://www.wikidata.org/wiki/Q3491492,null,,Some eligible data,,,Open,None,,Paid,,,Europeana,636,https://www.europeana.eu/en/collections/organisation/2891-lithuanian-sea-museum?page=1&reusability=open,,,,,,,,,,,,,,,
Lietuvos dailės muziejus,Lithuanian Art Museum,https://survey.glamelab.org/institutions/lietuvos-dail-s-muziejus,Lithuania,,Museum,https://www.ldm.lt,https://www.wikidata.org/wiki/Q1865041,null,,Some eligible data,,,Open,None,,Paid,,,Europeana,"4,361",https://www.europeana.eu/en/collections/organisation/4412-the-lithuanian-national-museum-of-art?page=1&reusability=open,,,,,,,,,,,,,,,
Lietuvos švietimo istorijos muziejus,Lithuanian Education History Museum,https://survey.glamelab.org/institutions/lietuvos-svietimo-istorijos-muziejus,Lithuania,,Museum,https://www.lsim.lt,https://www.wikidata.org/wiki/Q121266110,null,,Some eligible data,,,Open,None,,Paid,,,Europeana,172,https://www.europeana.eu/en/collections/organisation/2813-museum-of-lithuanian-education-history?page=1&reusability=open,,,,,,,,,,,,,,,
Kauno IX forto muziejus,Kaunas Ninth Fort Museum,https://survey.glamelab.org/institutions/kauno-ix-forto-muziejus,Lithuania,,Museum,https://www.9fortomuziejus.lt,https://www.wikidata.org/wiki/Q76886269,null,,Some eligible data,,,Open,None,,Paid,,,Europeana,0,https://www.europeana.eu/en/search?page=1&qf=DATA_PROVIDER%3A%22Kaunas%209th%20Fort%20Museum%22&query=&reusability=open,,,,,,,,,,,,,,,
Lietuvių kalbos institutas,Institute of Lithuanian Language,https://survey.glamelab.org/institutions/lietuvi-kalbos-institutas,Lithuania,,Research institution,https://www.lki.lt,https://www.wikidata.org/wiki/Q13638216,null,,Some eligible data,,,Public domain,None,,None,,,Europeana,"20,693",https://www.europeana.eu/search?page=1&qf=COUNTRY%3A%22Lithuania%22&qf=DATA_PROVIDER%3A%22The%20Institute%20of%20the%20Lithuanian%20Language%22&reusability=open,,,,,,,,,,,,,,,
Rokiškio krašto muziejus,Rokiškis Regional Museum,https://survey.glamelab.org/institutions/rokiskio-krasto-muziejus,Lithuania,,Museum,https://www.muziejusrokiskyje.lt,https://www.wikidata.org/wiki/Q12671566,null,,Some eligible data,,,Open,None,,Paid,,,Europeana,"2,509",https://www.europeana.eu/collections/organisation/1482250000004513337-roki%C5%A1kis-area-museum?page=1&reusability=open,,,,,,,,,,,,,,,
Literatūrinis Aleksandro Puškino muziejus,Alexander Pushkin Literary Museum,https://survey.glamelab.org/institutions/literaturinis-aleksandro-puskino-muziejus,Lithuania,,Museum,https://www.puskinas.lt,https://www.wikidata.org/wiki/Q121266114,null,,Some eligible data,,,Open,None,,Paid,,,Europeana,275,https://www.europeana.eu/search?query=&qf=COUNTRY%3A%22Lithuania%22&qf=DATA_PROVIDER%3A%22Literary%20Museum%20of%20A.%20Pushkin%22&reusability=open,,,,,,,,,,,,,,,
Marijos ir Jurgio Šlapelių namas muziejus,Marija and Jurgis Šlapelis House Museum,https://survey.glamelab.org/institutions/marijos-ir-jurgio-slapeli-namas-muziejus,Lithuania,,Museum,https://www.slapeliumuziejus.lt,https://www.wikidata.org/wiki/Q4165208,null,,Some eligible data,,,Public domain,None,,Information needed,,,Europeana,549,https://www.europeana.eu/en/collections/organisation/2834-marija-and-jurgis-slapeliai-house-museum?page=1&reusability=open,,,,,,,,,,,,,,,
Nacionalinis Mikalojaus Konstantino Čiurlionio dailės muziejus,M. K. Čiurlionis National Art Museum,https://survey.glamelab.org/institutions/nacionalinis-mikalojaus-konstantino-ciurlionio-dail-s-muziejus,Lithuania,,Museum,https://ciurlionis.lt,https://www.wikidata.org/wiki/Q4381425,null,,Some eligible data,,,Open,None,,Paid,,,Europeana,"1,613",https://www.europeana.eu/search?query=&qf=COUNTRY%3A%22Lithuania%22&qf=DATA_PROVIDER%3A%22M.%20K.%20%C4%8Ciurlionis%20National%20Museum%20of%20Art%22&reusability=open,,,,,,,,,,,,,,,
Panevėžio kraštotyros muziejus,Panevėžys Regional Museum,https://survey.glamelab.org/institutions/panev-zio-krastotyros-muziejus,Lithuania,,Museum,https://www.paneveziomuziejus.lt,https://www.wikidata.org/wiki/Q16468693,null,,Some eligible data,,,Public domain,None,,Paid,,,Europeana,261,https://www.europeana.eu/search?query=&qf=COUNTRY%3A%22Lithuania%22&qf=DATA_PROVIDER%3A%22Panev%C4%97%C5%BEys%20Local%20Lore%20Museum%22&reusability=open,,,,,,,,,,,,,,,
Mažosios Lietuvos istorijos muziejus,Museum of the History of Small Lithuania,https://survey.glamelab.org/institutions/mazosios-lietuvos-istorijos-muziejus,Lithuania,,Museum,https://www.mlimuziejus.lt,https://www.wikidata.org/wiki/Q12664913,null,,Some eligible data,,,Public domain,None,,Paid,,,Europeana,987,https://www.europeana.eu/search?query=&qf=COUNTRY%3A%22Lithuania%22&qf=DATA_PROVIDER%3A%22The%20History%20Museum%20of%20Lithuania%20Minor%22&reusability=open&,,,,,,,,,,,,,,,
Maironio lietuvių literatūros muziejaus,Maironis Lithuanian Literature Museum,https://survey.glamelab.org/institutions/maironio-lietuvi-literaturos-muziejaus,Lithuania,,Museum,https://maironiomuziejus.lt,https://www.wikidata.org/wiki/Q75615601,null,,Some eligible data,,,Open,None,,Paid,,,Europeana,0,https://www.europeana.eu/search?qf=DATA_PROVIDER%3A%22Maironio%20lietuvi%C5%B3%20literat%C5%ABros%20muziejus%20%2F%20Maironis%20Lithuanian%20Literature%20Museum%22&query=&reusability=open,,,,,,,,,,,,,,,
Rietavo Oginskių kultūros istorijos muziejus,Rietavas Oginski Cultural History Museum,https://survey.glamelab.org/institutions/rietavo-oginski-kulturos-istorijos-muziejus,Lithuania,,Museum,https://www.oginskiriet.lt,https://www.wikidata.org/wiki/Q12671269,null,,Some eligible data,,,Open,None,,Free,,,Europeana,2,https://www.europeana.eu/search?page=1&query=Rietavo%20Oginski%C5%B3%20kult%C5%ABros%20istorijos%20muziejus&reusability=open,,,,,,,,,,,,,,,
Marijampolės kraštotyros muziejus,Marijampolė Regional Museum,https://survey.glamelab.org/institutions/marijampol-s-krastotyros-muziejus,Lithuania,,Museum,https://www.marijampolesmuziejus.lt,https://www.wikidata.org/wiki/Q121266121,null,,Some eligible data,,,Public domain,None,,Paid,,,Europeana,326,https://www.europeana.eu/en/collections/organisation/2864-marijampole-regional-museum?page=1&reusability=open,,,,,,,,,,,,,,,
Nalšios muziejus,Nalšia Museum,https://survey.glamelab.org/institutions/nalsios-muziejus,Lithuania,,Museum,https://www.nalsia.lt,https://www.wikidata.org/wiki/Q12666276,null,,Some eligible data,,,Public domain,None,,Paid,,,Europeana,404,https://www.europeana.eu/search?query=&qf=COUNTRY%3A%22Lithuania%22&qf=DATA_PROVIDER%3A%22Nal%C5%A1ia%20Museum%22&reusability=open,,,,,,,,,,,,,,,
Šiaulių apskrities Povilo Višinskio viešoji biblioteka,Povilas Višinskis Public Library of Šiauliai County,https://survey.glamelab.org/institutions/siauli-apskrities-povilo-visinskio-viesoji-biblioteka,Lithuania,,Library,https://savb.lt,https://www.wikidata.org/wiki/Q16478109,null,,Some eligible data,,,Open,None,,None,,,Europeana,"13,594",https://www.europeana.eu/en/collections/organisation/2342-povilas-visinskis-siauliai-county-public-library?page=1&reusability=open,,,,,,,,,,,,,,,
Trakų istorijos muziejus,Trakai History Museum,https://survey.glamelab.org/institutions/trak-istorijos-muziejus,Lithuania,,Museum,https://trakaimuziejus.lt,https://www.wikidata.org/wiki/Q12675238,null,,Some eligible data,,,Open,None,,Paid,,,Europeana,"18,161",https://www.europeana.eu/en/collections/organisation/1838-trakai-history-museum?page=1&reusability=open,,,,,,,,,,,,,,,
