institution_name,institution_name_english,pretty_url,country,part_of,institution_type,institution_website,institution_wikidata,first_open_access_instance,first_open_access_instance_citation,open_access_scope,open_access_policy,tk_tce_policy,rights_statement_compliance,rights_statement_metadata,rights_statement_metadata_url,admission_policy,institution_api,institution_github,open_data_volume_name0,open_data_volume_number0,open_data_volume_url0,open_data_volume_name1,open_data_volume_number1,open_data_volume_url1,open_data_volume_name2,open_data_volume_number2,open_data_volume_url2,open_data_volume_name3,open_data_volume_number3,open_data_volume_url3,open_data_volume_name4,open_data_volume_number4,open_data_volume_url4,open_data_volume_name5,open_data_volume_number5,open_data_volume_url5
"Muzeum Geologiczne Wydziału Geologii, Geofizyki i Ochrony Środowiska Akademii Górniczo-Hutniczej",Geological Museum of the AGH University of Science and Technology,https://survey.glamelab.org/institutions/muzeum-geologiczne-wydzialu-geologii-geofizyki-i-ochrony-srodowiska-akademii,Poland,,University,https://www.muzeum.geol.agh.edu.pl/,https://www.wikidata.org/wiki/Q11786979,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Public domain,None,,None,,,Sketchfab,9,https://skfb.ly/ozpFU,,,,,,,,,,,,,,,
Muzeum Historii Fotografii w Krakowie,Historical Photography Museum in Kraków,https://survey.glamelab.org/institutions/muzeum-historii-fotografii-w-krakowie,Poland,,Museum,https://mufo.krakow.pl,https://www.wikidata.org/wiki/Q9047022,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Public domain,None,,Paid,,,Sketchfab,23,https://sketchfab.com/WirtualneMuzeaMalopolski/collections/museum-of-photography-in-krakow,,,,,,,,,,,,,,,
Muzeum im. Aleksandra Kłosińskiego w Kętach,Aleksander Kłosiński Museum in Kęty,https://survey.glamelab.org/institutions/muzeum-im-aleksandra-klosinskiego-w-ketach,Poland,,Museum,https://muzeum.kety.pl/strona_old/en,https://www.wikidata.org/wiki/Q11787297,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Public domain,None,,Paid,,,Sketchfab,4,https://skfb.ly/oOJVW,,,,,,,,,,,,,,,
Muzeum Inżynierii Miejskiej w Krakowie,Museum of Engineering and Technology in Kraków,https://survey.glamelab.org/institutions/muzeum-inzynierii-miejskiej-w-krakowie,Poland,,Museum,https://www.mim.krakow.pl,https://www.wikidata.org/wiki/Q6944417,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Public domain,None,,Paid,,,Sketchfab,4,https://skfb.ly/oOJWV,,,,,,,,,,,,,,,
Muzeum Lotnictwa Polskiego w Krakowie,Polish Aviation Museum in Kraków,https://survey.glamelab.org/institutions/muzeum-lotnictwa-polskiego-w-krakowie,Poland,,Museum,https://muzeumlotnictwa.pl,https://www.wikidata.org/wiki/Q377904,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Public domain,None,,Paid,,,Sketchfab,3,https://skfb.ly/oOJYn,,,,,,,,,,,,,,,
Muzeum Nadwiślański Park Etnograficzny w Wygiełzowie i Zamek Lipowiec,Nadwiślański Vistula Ethnographic Park Museum in Wygiełzów and Lipowiec Castle,https://survey.glamelab.org/institutions/muzeum-nadwislanski-park-etnograficzny-w-wygielzowie-i-zamek-lipowiec,Poland,,Museum,https://mnpe.pl,https://www.wikidata.org/wiki/Q5015814,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Open,None,,Paid,,,Sketchfab,7,https://skfb.ly/oOJWn,,,,,,,,,,,,,,,
Muzeum Niepołomickie,Museum of Niepołomice,https://survey.glamelab.org/institutions/muzeum-niepolomickie,Poland,,Museum,https://muzeum.niepolomice.pl/zamek-krolewski,https://www.wikidata.org/wiki/Q9386532,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Open,None,,Paid,,,Sketchfab,2,https://skfb.ly/oOJWQ,,,,,,,,,,,,,,,
Muzeum Okręgowe w Nowym Sączu,District Museum in Nowy Sącz,https://survey.glamelab.org/institutions/muzeum-okregowe-w-nowym-saczu,Poland,,Museum,https://muzeum.sacz.pl,https://www.wikidata.org/wiki/Q11787108,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Public domain,None,,Paid,,,Sketchfab,66,https://skfb.ly/oOJYX,,,,,,,,,,,,,,,
Muzeum Okręgowe w Tarnowie,District Museum in Tarnów,https://survey.glamelab.org/institutions/muzeum-okregowe-w-tarnowie,Poland,,Museum,https://muzeum.tarnow.pl,https://www.wikidata.org/wiki/Q18608248,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Open,None,,Paid,,,Sketchfab,77,https://sketchfab.com/WirtualneMuzeaMalopolski/collections/district-museum-in-tarnow,,,,,,,,,,,,,,,
Muzeum Orawski Park Etnograficzny w Zubrzycy Górnej,Orava Ethnographic Park Museum in Zubrzyca Górna,https://survey.glamelab.org/institutions/muzeum-orawski-park-etnograficzny-w-zubrzycy-gornej,Poland,,Museum,https://www.orawa.eu,https://www.wikidata.org/wiki/Q7219747,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Open,None,,Paid,,,Sketchfab,4,https://sketchfab.com/WirtualneMuzeaMalopolski/collections/orava-ethnographic-park-museum-in-zubrzyca-gorna,,,,,,,,,,,,,,,
Muzeum Przyrodnicze im. Krystyny i Włodzimierza Tomków w Ciężkowicach,Krystyna and Włodzimierz Tomko Natural History Museum in Ciężkowice,https://survey.glamelab.org/institutions/muzeum-przyrodnicze-im-krystyny-i-wlodzimierza-tomkow-w-ciezkowicach,Poland,,Museum,https://muzeum.ciezkowice.pl,https://www.wikidata.org/wiki/Q11787161,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Public domain,None,,Paid,,,Sketchfab,21,https://skfb.ly/oAJWL,,,,,,,,,,,,,,,
Muzeum Regionalne PTTK im. Antoniego Minkiewicza w Olkuszu,Antoni Minkiewicz Regional Museum of PTTK in Olkusz,https://survey.glamelab.org/institutions/muzeum-regionalne-pttk-im-antoniego-minkiewicza-w-olkuszu,Poland,,Museum,https://muzea.malopolska.pl/pl/muzeum/32948,https://www.wikidata.org/wiki/Q16580105,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Public domain,None,,Paid,,,Sketchfab,2,https://skfb.ly/oOJVK,,,,,,,,,,,,,,,
Muzeum Regionalne w Piwnicznej-Zdroju,Regional Museum in Piwniczna-Zdrój,https://survey.glamelab.org/institutions/muzeum-regionalne-w-piwnicznej-zdroju,Poland,,Museum,,https://www.wikidata.org/wiki/Q16580142,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Public domain,None,,Information needed,,,Sketchfab,1,https://skfb.ly/oOJWw,,,,,,,,,,,,,,,
Muzeum Sztuki i Techniki Japońskiej „Manggha”,Manggha Museum of Japanese Art and Technology,https://survey.glamelab.org/institutions/muzeum-sztuki-i-techniki-japonskiej-manggha,Poland,,Museum,https://manggha.pl,https://www.wikidata.org/wiki/Q572206,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Open,None,,Paid,,,Sketchfab,1,https://skfb.ly/oOJX6,,,,,,,,,,,,,,,
Muzeum Tatrzańskie im. dra Tytusa Chałubińskiego w Zakopanem,Tatra Museum named after Dr. Tytus Chałubiński in Zakopane,https://survey.glamelab.org/institutions/muzeum-tatrzanskie-im-dra-tytusa-chalubinskiego-w-zakopanem,Poland,,Museum,https://muzeumtatrzanskie.pl,https://www.wikidata.org/wiki/Q6619380,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Public domain,None,,Paid,,,Sketchfab,41,https://skfb.ly/oOJXC,,,,,,,,,,,,,,,
Muzeum Twórczości Władysława Wołkowskiego w Olkuszu,Władysław Wołkowski Wickerwork Museum in Olkusz,https://survey.glamelab.org/institutions/muzeum-tworczosci-wladyslawa-wolkowskiego-w-olkuszu,Poland,,Museum,https://muzea.malopolska.pl/pl/muzeum/32991,https://www.wikidata.org/wiki/Q24943380,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Open,None,,Paid,,,Sketchfab,4,https://skfb.ly/oOJUB,,,,,,,,,,,,,,,
Muzeum Uniwersytetu Jagiellońskiego Collegium Maius,Museum of the Jagiellonian University Collegium Maius,https://survey.glamelab.org/institutions/muzeum-uniwersytetu-jagiellonskiego-collegium-maius,Poland,,Museum,https://maius.uj.edu.pl,https://www.wikidata.org/wiki/Q11787234,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Open,None,,Paid,,,Sketchfab,89,https://skfb.ly/oOJZQ,,,,,,,,,,,,,,,
Muzeum w Chrzanowie im. Ireny i Mieczysława Mazarakich,Irena and Mieczysław Mazarakis Museum in Chrzanów,https://survey.glamelab.org/institutions/muzeum-w-chrzanowie-im-ireny-i-mieczyslawa-mazarakich,Poland,,Museum,https://muzeum.chrzanow.pl,https://www.wikidata.org/wiki/Q11787315,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Public domain,None,,Paid,,,Sketchfab,20,https://skfb.ly/oOJYM,,,,,,,,,,,,,,,
Muzeum Ziemi Bieckiej w Bieczu,Museum of Biecka Land in Biecz,https://survey.glamelab.org/institutions/muzeum-ziemi-bieckiej-w-bieczu,Poland,,Museum,https://www.muzeum.biecz.pl,https://www.wikidata.org/wiki/Q6944433,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Public domain,None,,Paid,,,Sketchfab,16,https://skfb.ly/oOJYZ,,,,,,,,,,,,,,,
Muzeum Żup Krakowskich Wieliczka,Museum of the Kraków Saltworks in Wieliczka,https://survey.glamelab.org/institutions/muzeum-zup-krakowskich-wieliczka,Poland,,Museum,https://muzeum.wieliczka.pl,https://www.wikidata.org/wiki/Q11787335,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Public domain,None,,Paid,,,Sketchfab,13,https://skfb.ly/oOJZs,,,,,,,,,,,,,,,
Seweryn Udziela Ethnographic Museum in Kraków,Seweryn Udziela Ethnographic Museum in Kraków,https://survey.glamelab.org/institutions/seweryn-udziela-ethnographic-museum-in-krakow,Poland,,Museum,https://etnomuzeum.eu,https://www.wikidata.org/wiki/Q194616,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Public domain,None,,Paid,,,Sketchfab,55,https://skfb.ly/oOJXW,,,,,,,,,,,,,,,
Zamek Królewski na Wawelu - Państwowe Zbiory Sztuki,Wawel Royal Castle - National Art Collection,https://survey.glamelab.org/institutions/zamek-krolewski-na-wawelu-panstwowe-zbiory-sztuki,Poland,,Museum,https://wawel.krakow.pl,https://www.wikidata.org/wiki/Q7975612,2021,https://web.archive.org/web/2021*/https://sketchfab.com/blogs/community/1000-new-cultural-heritage-3d-models-dedicated-to-the-public-domain/,Some eligible data,,,Open,None,,Paid,,,Sketchfab,40,https://skfb.ly/oOJXI,,,,,,,,,,,,,,,
Arquipelagos,Archipelagos,https://survey.glamelab.org/institutions/arquipelagos,Portugal,,Other,https://www.arquipelagos.pt,https://www.wikidata.org/wiki/Q121266060,2021,https://web.archive.org/web/20220512093427/https://pt.wikipedia.org/w/index.php?title=Wikip%C3%A9dia:GLAM/Arquipelagos&action=history,Some eligible data,,,Public domain,None,,None,,,Wikimedia Commons,"2,340",https://commons.wikimedia.org/wiki/Category:Files_from_Arquipelagos.pt,,,,,,,,,,,,,,,
"Друштво за културу, уметност и међународну сарадњу Адлигат","Society for Culture, Art and International Cooperation Adligat",https://survey.glamelab.org/institutions/drushtvo-za-kulturu-umetnost-i-medjunarodnu-saradnju-adligat,Serbia,,Other,https://adligat.rs,https://www.wikidata.org/wiki/Q31184143,2023,https://web.archive.org/web/20230809125724/https://outreach.wikimedia.org/wiki/GLAM/Newsletter/July_2023/Single,Some eligible data,,,Open,None,,None,,,Wikimedia Commons,"1,376","https://commons.wikimedia.org/wiki/Category:Wikipedian_in_residence_-_Society_for_Culture,_Art_and_International_Cooperation_Adligat_2023",,,,,,,,,,,,,,,
Народни музеј Зрењанин,National Museum of Zrenjanin,https://survey.glamelab.org/institutions/narodni-muzej-zrenjanin,Serbia,,Museum,https://muzejzrenjanin.org.rs/,https://www.wikidata.org/wiki/Q12746292,2022,https://web.archive.org/web/2/https://outreach.wikimedia.org/wiki/GLAM/Newsletter/November_2022/Single,Some eligible data,,,Open,None,,Paid,,,Wikimedia Commons,191,https://commons.wikimedia.org/wiki/Category:Wikipedian_in_residence_-_National_Museum_of_Zrenjanin_2022,,,,,,,,,,,,,,,
Slovenská národná galéria,Slovak National Gallery,https://survey.glamelab.org/institutions/slovenska-narodna-galeria,Slovakia,,Gallery,https://www.sng.sk,https://www.wikidata.org/wiki/Q1744024,2015,https://web.archive.org/web/20210101000000*/https://pro.europeana.eu/post/museums-in-the-digital-age-insights-from-the-slovak-national-gallery,All eligible data,https://www.webumenia.sk/en/informacie,,Public domain,None,,Free,,,Aggregator,"15,561",https://www.webumenia.sk/en/katalog?gallery=Slovensk%C3%A1+n%C3%A1rodn%C3%A1+gal%C3%A9ria%2C+SNG&has_image=1&is_free=1&years-range=-470%2C+2020,,,,,,,,,,,,,,,
Biblioteca Nacional de España,National Library of Spain,https://survey.glamelab.org/institutions/biblioteca-nacional-de-espana,Spain,,Library,https://www.bne.es,https://www.wikidata.org/wiki/Q750403,2020,https://web.archive.org/web/20210101000000*/https://www.bne.es/es/AreaPrensa/noticias2020/1027-bne-libera-mas-de-30-millones-de-imagenes-para-todo-uso.html,All eligible data,https://www.bne.es/es/NavegacionRecursiva/Pie/avisoLegal,,Open,CC0,https://www.bne.es/es/aviso-legal,None,,https://github.com/BNELab,Own website,"218,674",https://bdh.bne.es/bnesearch/Search.do;jsessionid=4457D89B076162FA2B8A161A6A42F331?derechos=Acceso+libre,,,,,,,,,,,,,,,
Hallwylska museet,Hallwyl Museum,https://survey.glamelab.org/institutions/hallwylska-museet,Sweden,,Museum,https://hallwylskamuseet.se,https://www.wikidata.org/wiki/Q4346239,2012,https://web.archive.org/web/20210101000000*/https://pro.europeana.eu/files/Europeana_Professional/Publications/Making%20Impact%20on%20a%20Small%20Budget%20-%20LSH%20Case%20Study.pdf,Some eligible data,,,Public domain,None,,Free,,https://github.com/lshSWE,Own website,"42,956",https://emuseumplus.lsh.se/eMuseumPlus?service=RedirectService&sp=Scollection&sp=SfieldValue&sp=0&sp=2&sp=3&sp=Slightbox_4x5&sp=0&sp=Sdetail&sp=0&sp=F,Europeana,"13,928",https://www.europeana.eu/collections/organisation/1482250000004504843-hallwyl-museum?page=1&reusability=open,,,,,,,,,,,,
Livrustkammaren,Royal Armory,https://survey.glamelab.org/institutions/livrustkammaren,Sweden,,Museum,https://livrustkammaren.se/,https://www.wikidata.org/wiki/Q1636176,2012,https://web.archive.org/web/20211114134053/https://pro.europeana.eu/files/Europeana_Professional/Publications/Making%20Impact%20on%20a%20Small%20Budget%20-%20LSH%20Case%20Study.pdf,Some eligible data,,,Public domain,None,,Free,,https://github.com/lshSWE,Wikimedia Commons,"46,368",https://commons.wikimedia.org/wiki/Category:Images_from_Livrustkammaren_och_Skoklosters_slott_med_Stiftelsen_Hallwylska_museet,,,,,,,,,,,,,,,
Musikverket,Swedish Performing Arts Agency,https://survey.glamelab.org/institutions/musikverket,Sweden,,Government,https://musikverket.se,https://www.wikidata.org/wiki/Q10677700,2017,https://web.archive.org/web/20231215133705/https://commons.wikimedia.org/wiki/Commons:Swedish_Performing_Arts_Agency,Some eligible data,,,Public domain,None,,None,,,Wikimedia Commons,"15,212",https://commons.wikimedia.org/wiki/Category:Images_from_the_Swedish_Performing_Arts_Agency,,,,,,,,,,,,,,,
Nationalmuseum,Nationalmuseum,https://survey.glamelab.org/institutions/nationalmuseum,Sweden,,Museum,https://www.nationalmuseum.se,https://www.wikidata.org/wiki/Q842858,2016,https://web.archive.org/web/20210101000000*/https://www.nationalmuseum.se/en/nationalmuseum-releases-3-000-images-on-wikimedia-commons,All eligible data,https://www.nationalmuseum.se/en/explore-art-and-design/images/rights-and-reproductions,,Public domain,None,,Free,,https://github.com/NationalmuseumSWE/WikidataCollection,Own website,"40,000",https://collection.nationalmuseum.se,Wikimedia Commons,"6,257",https://commons.wikimedia.org/wiki/Category:Images_from_the_Nationalmuseum_Stockholm,,,,,,,,,,,,
Skoklosters slott,Skokloster Castle,https://survey.glamelab.org/institutions/skoklosters-slott,Sweden,,Museum,https://skoklostersslott.se,https://www.wikidata.org/wiki/Q1891413,2012,https://web.archive.org/web/20210101000000*/https://pro.europeana.eu/files/Europeana_Professional/Publications/Making%20Impact%20on%20a%20Small%20Budget%20-%20LSH%20Case%20Study.pdf,Some eligible data,,,Open,None,,Free,,https://github.com/lshSWE,Europeana,"5,760",https://www.europeana.eu/collections/organisation/1482250000004514638-skokloster-castle?page=1&reusability=open,,,,,,,,,,,,,,,
Naturhistorisches Museum Neuenburg,Museum of Natural History of Neuchâtel,https://survey.glamelab.org/institutions/naturhistorisches-museum-neuenburg,Switzerland,,Museum,https://www.museum-neuchatel.ch,https://www.wikidata.org/wiki/Q3330885,2023,https://web.archive.org/web/20240515110728/https://www.wikidata.org/wiki/Wikidata:WikiProject_Biodiversity/Agassiz_urchin_fossil_cast_collection_import,Some eligible data,,,Open,None,,Paid,,,Wikimedia Commons,"2,045",https://commons.wikimedia.org/wiki/Category:Media_contributed_by_the_Mus%C3%A9um_d%27histoire_naturelle_de_Neuch%C3%A2tel,,,,,,,,,,,,,,,
Zentral- und Hochschulbibliothek Luzern (ZHB Luzern),Central and University Library Lucerne (ZHB Lucerne),https://survey.glamelab.org/institutions/zentral-und-hochschulbibliothek-luzern-zhb-luzern,Switzerland,,Library,https://zhbluzern.ch,https://www.wikidata.org/wiki/Q189926,2014,https://zenodo.org/communities/lory,Some eligible data,,,Public domain,None,,None,,https://github.com/zhbluzern,Aggregator,"3,617",https://zentralgut.ch/search/-/-/1/-/DC%3Azentralundhochschulbibliothekluzern/,Wikimedia Commons,"1,611",https://commons.wikimedia.org/wiki/Category:Media_contributed_by_ZentralGut.ch,,,,,,,,,,,,
